"","municipio","codEstacao","PrecM"
"1","BRANQUINHA","270110001A",39.61
"2","CAJUEIRO","270130801A",424.4
"3","CAMPESTRE","270135701A",347.2
"4","CANAPI","270160501C",71
"5","CAPELA","270170401A",470.43
"6","DELMIRO GOUVEIA","270240501C",101.8
"7","GIRAU DO PONCIANO","270290001C",22
"8","MACEIÓ","270430202A",443.29
"9","MACEIÓ","270430203A",400.48
"10","MACEIÓ","270430207A",397.12
"11","MACEIÓ","270430209A",232.04
"12","MACEIÓ","270430210A",492.95
"13","MACEIÓ","270430211A",295.23
"14","MACEIÓ","270430212A",357.09
"15","MACEIÓ","270430213A",519
"16","MACEIÓ","270430214A",398.6
"17","MACEIÓ","270430215A",508.6
"18","MACEIÓ","270430216A",486.6
"19","MACEIÓ","270430217A",447.6
"20","MACEIÓ","270430218A",462.4
"21","MAJOR ISIDORO","270440101C",16.6
"22","MARAVILHA","270460901C",71.8
"23","MATRIZ DE CAMARAGIBE","270510101A",410.6
"24","MATRIZ DE CAMARAGIBE","270510101H",438.2
"25","MURICI","270550701A",397.43
"26","OLHO D'ÁGUA DAS FLORES","270570501C",143.4
"27","PALMEIRA DOS ÍNDIOS","270630701U",186.6
"28","PARIPUEIRA","270644801A",494.8
"29","PAULO JACINTO","270660401A",179.85
"30","PIRANHAS","270710701C",108.8
"31","QUEBRANGULO","270760201A",186.08
"32","QUEBRANGULO","270760203H",193
"33","SANTANA DO MUNDAÚ","270810501A",338.37
"34","SATUBA","270890701A",498.98
"35","SENADOR RUI PALMEIRA","270895601C",84.6
"36","SÃO JOSÉ DA TAPERA","270840201C",87.6
"37","SÃO LUÍS DO QUITUNDE","270850101A",0.2
"38","SÃO LUÍS DO QUITUNDE","270850104H",377.6
"39","UNIÃO DOS PALMARES","270930101A",326.89
"40","UNIÃO DOS PALMARES","270930102A",199.44
"41","UNIÃO DOS PALMARES","270930103A",5.32
