"","municipio","codEstacao","PrecM"
"1","BARRA DE SÃO MIGUEL","270060701A",76.45
"2","BRANQUINHA","270110001A",0
"3","CAJUEIRO","270130801A",107
"4","CAMPESTRE","270135701A",140.4
"5","CAPELA","270170401A",171.13
"6","DELMIRO GOUVEIA","270240501C",47.2
"7","GIRAU DO PONCIANO","270290001C",101
"8","INHAPI","270330401C",45.4
"9","MACEIÓ","270430202A",146.97
"10","MACEIÓ","270430203A",101.92
"11","MACEIÓ","270430205A",152.15
"12","MACEIÓ","270430207A",107.36
"13","MACEIÓ","270430209A",75.64
"14","MACEIÓ","270430210A",128.42
"15","MACEIÓ","270430211A",71.91
"16","MACEIÓ","270430212A",117.93
"17","MACEIÓ","270430213A",125.2
"18","MACEIÓ","270430214A",106.6
"19","MACEIÓ","270430215A",157.8
"20","MACEIÓ","270430216A",134.8
"21","MACEIÓ","270430217A",114.2
"22","MACEIÓ","270430218A",114.4
"23","MAJOR ISIDORO","270440101C",42.6
"24","MARAVILHA","270460901C",45.4
"25","MARECHAL DEODORO","270470801A",26.66
"26","MATA GRANDE","270500201U",53.2
"27","MATRIZ DE CAMARAGIBE","270510101A",189.2
"28","MURICI","270550701A",93.47
"29","MURICI","270550702H",85
"30","OLHO D'ÁGUA DAS FLORES","270570501C",68.6
"31","PALMEIRA DOS ÍNDIOS","270630701U",58.4
"32","PARIPUEIRA","270644801A",78.4
"33","PAULO JACINTO","270660401A",67.28
"34","PIRANHAS","270710701C",59.8
"35","QUEBRANGULO","270760201A",63.54
"36","QUEBRANGULO","270760203H",67.6
"37","SANTANA DO MUNDAÚ","270810501A",103.56
"38","SATUBA","270890701A",137.12
"39","SENADOR RUI PALMEIRA","270895601C",60.4
"40","SÃO JOSÉ DA LAJE","270830301A",16.82
"41","SÃO JOSÉ DA TAPERA","270840201C",76.8
"42","SÃO LUÍS DO QUITUNDE","270850101A",36.8
"43","UNIÃO DOS PALMARES","270930101A",48.99
"44","UNIÃO DOS PALMARES","270930102A",364.84
"45","UNIÃO DOS PALMARES","270930103A",57.97
