"","municipio","codEstacao","PrecM"
"1","ARAPIRACA","270030001C",136
"2","BARRA DE SÃO MIGUEL","270060701A",287.18
"3","BRANQUINHA","270110001A",237.3
"4","CAJUEIRO","270130801A",281
"5","CAMPESTRE","270135701A",371.8
"6","CANAPI","270160501C",63.4
"7","CAPELA","270170401A",259.19
"8","COLÔNIA LEOPOLDINA","270210801A",272.6
"9","CORURIPE","270230602A",216.8
"10","CORURIPE","270230603A",147.4
"11","CRAÍBAS","270235501C",0
"12","DELMIRO GOUVEIA","270240501C",59.2
"13","FELIZ DESERTO","270270201A",253.4
"14","INHAPI","270330401C",22.2
"15","JOAQUIM GOMES","270380901A",326.6
"16","LIMOEIRO DE ANADIA","270420301A",194.4
"17","MACEIÓ","270430202A",292.4
"18","MACEIÓ","270430203A",248.41
"19","MACEIÓ","270430205A",313.55
"20","MACEIÓ","270430207A",225.94
"21","MACEIÓ","270430209A",216.76
"22","MACEIÓ","270430210A",272.34
"23","MACEIÓ","270430211A",194.19
"24","MACEIÓ","270430212A",215.99
"25","MACEIÓ","270430213A",271.8
"26","MACEIÓ","270430215A",296
"27","MACEIÓ","270430216A",233.6
"28","MACEIÓ","270430217A",281.4
"29","MACEIÓ","270430218A",297.4
"30","MAJOR ISIDORO","270440101C",73.6
"31","MARAGOGI","270450001A",293.49
"32","MARAVILHA","270460901C",47.6
"33","MARECHAL DEODORO","270470801A",291.97
"34","MATRIZ DE CAMARAGIBE","270510101A",356.4
"35","MURICI","270550701A",296.65
"36","OURO BRANCO","270610901C",40
"37","PARIPUEIRA","270644801A",279.2
"38","PAULO JACINTO","270660401A",180.62
"39","PIRANHAS","270710701C",66.8
"40","QUEBRANGULO","270760201A",169.28
"41","SANTANA DO MUNDAÚ","270810501A",201.17
"42","SATUBA","270890701A",275.94
"43","SÃO JOSÉ DA LAJE","270830301A",199.98
"44","SÃO JOSÉ DA TAPERA","270840201C",74.2
"45","SÃO LUÍS DO QUITUNDE","270850101A",0.4
"46","SÃO MIGUEL DOS CAMPOS","270860001A",303.6
"47","SÃO MIGUEL DOS CAMPOS","270860002A",215.8
"48","UNIÃO DOS PALMARES","270930101A",224.67
"49","UNIÃO DOS PALMARES","270930102A",206.53
"50","UNIÃO DOS PALMARES","270930103A",212.77
"51","VIÇOSA","270940001A",253.2
