;municipio;codEstacao;Dia;PrecD
1;ALAGOA GRANDE;250030401A;1;0,2
2;ALAGOA GRANDE;250030401A;2;0,8
3;ALAGOA GRANDE;250030401A;3;6,2
4;ALAGOA GRANDE;250030401A;4;0
5;ALAGOA GRANDE;250030401A;5;0,2
6;ALAGOA GRANDE;250030401A;6;0,8
7;ALAGOA GRANDE;250030401A;7;0
8;ALAGOA GRANDE;250030401A;8;0
9;ALAGOA GRANDE;250030401A;9;0
10;ALAGOA GRANDE;250030401A;10;0
11;ALAGOA GRANDE;250030401A;11;17,6
12;ALAGOA GRANDE;250030401A;12;2,4
13;ALAGOA GRANDE;250030401A;13;0
14;ALAGOA GRANDE;250030401A;14;0,4
15;ALAGOA GRANDE;250030401A;15;50
16;ALAGOA GRANDE;250030401A;16;0
17;ALAGOA GRANDE;250030401A;17;4,4
18;ALAGOA GRANDE;250030401A;18;3,4
19;ALAGOA GRANDE;250030401A;19;0,2
20;ALAGOA GRANDE;250030401A;20;0
21;ALAGOA GRANDE;250030401A;21;0
22;ALAGOA GRANDE;250030401A;22;0,4
23;ALAGOA GRANDE;250030401A;23;0
24;ALAGOA GRANDE;250030401A;24;0
25;ALAGOA GRANDE;250030401A;25;18,6
26;ALAGOA GRANDE;250030401A;26;0
27;ALAGOA GRANDE;250030401A;27;0
28;ALAGOA GRANDE;250030401A;28;2
29;ALAGOA GRANDE;250030401A;29;0,2
30;ALAGOA GRANDE;250030401A;30;0
31;ALAGOA GRANDE;250030401A;31;0,4
32;ALAGOINHA;250050201A;1;1,4
33;ALAGOINHA;250050201A;2;0
34;ALAGOINHA;250050201A;3;2,4
35;ALAGOINHA;250050201A;4;1,2
36;ALAGOINHA;250050201A;5;1,6
37;ALAGOINHA;250050201A;6;5,6
38;ALAGOINHA;250050201A;7;0
39;ALAGOINHA;250050201A;8;0
40;ALAGOINHA;250050201A;9;0,8
41;ALAGOINHA;250050201A;10;0
42;ALAGOINHA;250050201A;11;23,6
43;ALAGOINHA;250050201A;12;2
44;ALAGOINHA;250050201A;13;0
45;ALAGOINHA;250050201A;14;0
46;ALAGOINHA;250050201A;15;15,8
47;ALAGOINHA;250050201A;16;0,2
48;ALAGOINHA;250050201A;17;20,6
49;ALAGOINHA;250050201A;18;7,6
50;ALAGOINHA;250050201A;19;0,2
51;ALAGOINHA;250050201A;20;0
52;ALAGOINHA;250050201A;21;0
53;ALAGOINHA;250050201A;22;0,4
54;ALAGOINHA;250050201A;23;0
55;ALAGOINHA;250050201A;24;0
56;ALAGOINHA;250050201A;25;10
57;ALAGOINHA;250050201A;26;0,8
58;ALAGOINHA;250050201A;27;0
59;ALAGOINHA;250050201A;28;13
60;ALAGOINHA;250050201A;29;0
61;ALAGOINHA;250050201A;30;1,4
62;ALAGOINHA;250050201A;31;0,6
63;BARRA DE SANTANA;250157501C;1;0,4
64;BARRA DE SANTANA;250157501C;2;0
65;BARRA DE SANTANA;250157501C;3;6,2
66;BARRA DE SANTANA;250157501C;4;0
67;BARRA DE SANTANA;250157501C;5;0
68;BARRA DE SANTANA;250157501C;6;0
69;BARRA DE SANTANA;250157501C;7;0
70;BARRA DE SANTANA;250157501C;8;0
71;BARRA DE SANTANA;250157501C;9;10
72;BARRA DE SANTANA;250157501C;10;0,2
73;BARRA DE SANTANA;250157501C;11;0,4
74;BARRA DE SANTANA;250157501C;12;10,8
75;BARRA DE SANTANA;250157501C;13;0,2
76;BARRA DE SANTANA;250157501C;14;0
77;BARRA DE SANTANA;250157501C;15;8,6
78;BARRA DE SANTANA;250157501C;16;0,2
79;BARRA DE SANTANA;250157501C;17;0,2
80;BARRA DE SANTANA;250157501C;18;6,6
81;BARRA DE SANTANA;250157501C;19;0,2
82;BARRA DE SANTANA;250157501C;20;0
83;BARRA DE SANTANA;250157501C;21;0
84;BARRA DE SANTANA;250157501C;22;0,2
85;BARRA DE SANTANA;250157501C;23;0,2
86;BARRA DE SANTANA;250157501C;24;0
87;BARRA DE SANTANA;250157501C;25;7
88;BARRA DE SANTANA;250157501C;26;0
89;BARRA DE SANTANA;250157501C;27;0
90;BARRA DE SANTANA;250157501C;28;0,4
91;BARRA DE SANTANA;250157501C;29;0,4
92;BARRA DE SANTANA;250157501C;30;0,8
93;BARRA DE SANTANA;250157501C;31;0
94;BAYEUX;250180701A;1;9,6
95;BAYEUX;250180701A;2;0,6
96;BAYEUX;250180701A;3;0,4
97;BAYEUX;250180701A;4;2,4
98;BAYEUX;250180701A;5;7,8
99;BAYEUX;250180701A;6;9
100;BAYEUX;250180701A;7;0
101;BAYEUX;250180701A;8;0
102;BAYEUX;250180701A;9;17,8
103;BAYEUX;250180701A;10;0,2
104;BAYEUX;250180701A;11;0,4
105;BAYEUX;250180701A;12;1,4
106;BAYEUX;250180701A;13;0,6
107;BAYEUX;250180701A;14;0,2
108;BAYEUX;250180701A;15;16
109;BAYEUX;250180701A;16;8
110;BAYEUX;250180701A;17;45,4
111;BAYEUX;250180701A;18;3,6
112;BAYEUX;250180701A;19;0
113;BAYEUX;250180701A;20;0
114;BAYEUX;250180701A;21;0
115;BAYEUX;250180701A;22;1,4
116;BAYEUX;250180701A;23;2
117;BAYEUX;250180701A;24;0
118;BAYEUX;250180701A;25;1,8
119;BAYEUX;250180701A;26;0,2
120;BAYEUX;250180701A;27;0,4
121;BAYEUX;250180701A;28;3,6
122;BAYEUX;250180701A;29;0,2
123;BAYEUX;250180701A;30;0
124;BAYEUX;250180701A;31;14
125;BAYEUX;250180702A;1;4,6
126;BAYEUX;250180702A;2;0
127;BAYEUX;250180702A;3;4,4
128;BAYEUX;250180702A;4;0
